work_index	section	work_title	source_path	source_format	source_parts	output_path	global_transposition	status	error
152	Secular works for five voices	Se per lieve ferita	data/cpdl/152_se_per_lieve_ferita__02_4_se_per_lieve_ferita.mid	mid	5	data/cpdl_reductions/five_voice_string_quartet/152_se_per_lieve_ferita__quartet_rhythm_first.musicxml	0	ok	
153	Secular works for five voices	Se piange, ahimè, la donna del mio core	data/cpdl/153_se_piange_ahime_la_donna_del_mio_core__01_gesualdo_se_piange_oime_la_donna_del_mio_core.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/153_se_piange_ahim_la_donna_del_mio_core__quartet_rhythm_first.musicxml	1	ok	
154	Secular works for five voices	Se taccio, il duol s'avanza	data/cpdl/154_se_taccio_il_duol_s_avanza__02_gesualdo_se_taccio_il_duol_s_avanza.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/154_se_taccio_il_duol_s_avanza__quartet_rhythm_first.musicxml	2	ok	
155	Secular works for five voices	Se tu fuggi	data/cpdl/155_se_tu_fuggi__02_gesu_20se.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/155_se_tu_fuggi__quartet_rhythm_first.musicxml	-1	ok	
156	Secular works for five voices	Se vi duol il mio duolo	data/cpdl/156_se_vi_duol_il_mio_duolo__02_gesu_8se.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/156_se_vi_duol_il_mio_duolo__quartet_rhythm_first.musicxml	3	ok	
157	Secular works for five voices	Se vi miro pietosa				data/cpdl_reductions/five_voice_string_quartet/157_se_vi_miro_pietosa__quartet_rhythm_first.musicxml		error	data/cpdl/157_se_vi_miro_pietosa__01_gesualdo_se_vi_miro_pietosa.mxl: reduction failed: Violin I has overlapping source events near measure 21: p0:e51
158	Secular works for five voices	Sento che nel partire	data/cpdl/158_sento_che_nel_partire__01_gesualdo_sento_che_nel_partire.mid	mid	5	data/cpdl_reductions/five_voice_string_quartet/158_sento_che_nel_partire__quartet_rhythm_first.musicxml	3	ok	
159	Secular works for five voices	Son sì belle le rose	data/cpdl/159_son_si_belle_le_rose__01_gesualdo_son_si_belle_le_rose.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/159_son_s_belle_le_rose__quartet_rhythm_first.musicxml	0	ok	
160	Secular works for five voices	Sospirava	data/cpdl/160_sospirava__02_sospirava_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/160_sospirava__quartet_rhythm_first.musicxml	0	ok	
161	Secular works for five voices	Sparge la morte	data/cpdl/161_sparge_la_morte__02_sparge_la_morte_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/161_sparge_la_morte__quartet_rhythm_first.musicxml	3	ok	
162	Secular works for five voices	Sì gioioso mi fanno i dolor miei	data/cpdl/162_si_gioioso_mi_fanno_i_dolor_miei__01_gesualdo_si_gioioso_mi_fanno_i_dolor_miei.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/162_s_gioioso_mi_fanno_i_dolor_miei__quartet_rhythm_first.musicxml	0	ok	
163	Secular works for five voices	T'amo, mia vita	data/cpdl/163_t_amo_mia_vita__02_t_amo_mia_vita_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/163_t_amo_mia_vita__quartet_rhythm_first.musicxml	-1	ok	
164	Secular works for five voices	Tall'or sano desio	data/cpdl/164_tall_or_sano_desio__02_tall_or_sano_desio_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/164_tall_or_sano_desio__quartet_rhythm_first.musicxml	-1	ok	
165	Secular works for five voices	Tirsi morir volea	data/cpdl/165_tirsi_morir_volea__01_gesualdo_tirsi_morir_volea.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/165_tirsi_morir_volea__quartet_rhythm_first.musicxml	0	ok	
166	Secular works for five voices	Tu m'uccidi, o crudele	data/cpdl/166_tu_m_uccidi_o_crudele__04_gesu_15tu.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/166_tu_m_uccidi_o_crudele__quartet_rhythm_first.musicxml	1	ok	
167	Secular works for five voices	Tu piangi, o Filli mia	data/cpdl/167_tu_piangi_o_filli_mia__02_tu_piangi_o_filli_mia_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/167_tu_piangi_o_filli_mia__quartet_rhythm_first.musicxml	1	ok	
168	Secular works for five voices	Tu segui, o bella Clori	data/cpdl/168_tu_segui_o_bella_clori__02_tu_segui_o_bella_clori_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/168_tu_segui_o_bella_clori__quartet_rhythm_first.musicxml	0	ok	
169	Secular works for five voices	Veggio sì, dal mio sole				data/cpdl_reductions/five_voice_string_quartet/169_veggio_s_dal_mio_sole__quartet_rhythm_first.musicxml		error	data/cpdl/169_veggio_si_dal_mio_sole__01_gesualdo_veggio_si_dal_mio_sole.mxl: reduction failed: Violoncello has overlapping source events near measure 18: p4:e42
170	Secular works for five voices	Voi volete ch'io mora	data/cpdl/170_voi_volete_ch_io_mora__01_gesualdo_voi_volete_ch_io_mora.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/170_voi_volete_ch_io_mora__quartet_rhythm_first.musicxml	2	ok	
171	Secular works for five voices	Volan quasi farfalle	data/cpdl/171_volan_quasi_farfalle__02_volan_quasi_farfalle_gesualdo.mxl	mxl	5	data/cpdl_reductions/five_voice_string_quartet/171_volan_quasi_farfalle__quartet_rhythm_first.musicxml	-1	ok	
