work_index	section	work_title	target	source_path	source_format	source_parts	output_path	global_transposition	status	error
120	Secular works for five voices	Moro, e mentre sospiro	string_quartet_plus_viole	data/cpdl/5-voices/sources/120_moro_e_mentre_sospiro__02_moro_e_mentre_sospiro_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/120_moro_e_mentre_sospiro.musicxml	4	ok	
121	Secular works for five voices	Moro, lasso, al mio duolo	string_quartet_plus_viole	data/cpdl/5-voices/sources/121_moro_lasso_al_mio_duolo__02_moro_lasso_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/121_moro_lasso_al_mio_duolo.musicxml	0	ok	
123	Secular works for five voices	Non mai non cangerò stato	string_quartet_plus_viole	data/cpdl/5-voices/sources/123_non_mai_non_cangero_stato__02_gesualdo_non_mai_non_cangero.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/123_non_mai_non_canger_stato.musicxml	2	ok	
124	Secular works for five voices	Non mi toglia il ben mio	string_quartet_plus_viole	data/cpdl/5-voices/sources/124_non_mi_toglia_il_ben_mio__01_gesualdo_nonmitoglia.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/124_non_mi_toglia_il_ben_mio.musicxml	0	ok	
125	Secular works for five voices	Non mirar, non mirare	string_quartet_plus_viole	data/cpdl/5-voices/sources/125_non_mirar_non_mirare__01_gesualdo_non_mirar_non_mirare.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/125_non_mirar_non_mirare.musicxml	5	ok	
126	Secular works for five voices	Non t'amo, o voce ingrata	string_quartet_plus_viole				data/cpdl/5-voices/reductions/string_quartet_plus_viole/126_non_t_amo_o_voce_ingrata.musicxml		error	data/cpdl/5-voices/sources/126_non_t_amo_o_voce_ingrata__01_gesualdo_non_t_amo_o_voce_ingrata.mxl: reduction failed: Violin I has overlapping source events near measure 6: p0:e7
127	Secular works for five voices	Non è questa la mano	string_quartet_plus_viole	data/cpdl/5-voices/sources/127_non_e_questa_la_mano__01_gesualdo_non_e_questa_la_mano.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/127_non_questa_la_mano.musicxml	0	ok	
128	Secular works for five voices	O com'è gran martire	string_quartet_plus_viole	data/cpdl/5-voices/sources/128_o_com_e_gran_martire__01_gesualdo_o_com_e_gran_martire.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/128_o_com_gran_martire.musicxml	5	ok	
129	Secular works for five voices	O dolce mio martire	string_quartet_plus_viole	data/cpdl/5-voices/sources/129_o_dolce_mio_martire__01_gesualdo_o_dolce_mio_martire.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/129_o_dolce_mio_martire.musicxml	5	ok	
130	Secular works for five voices	O dolce mio tesoro	string_quartet_plus_viole	data/cpdl/5-voices/sources/130_o_dolce_mio_tesoro__02_o_dolce_mio_tesoro_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/130_o_dolce_mio_tesoro.musicxml	0	ok	
131	Secular works for five voices	O dolorosa gioia	string_quartet_plus_viole	data/cpdl/5-voices/sources/131_o_dolorosa_gioia__02_gesu_5odo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/131_o_dolorosa_gioia.musicxml	4	ok	
132	Secular works for five voices	O mal nati messagi	string_quartet_plus_viole	data/cpdl/5-voices/sources/132_o_mal_nati_messagi__02_o_mal_nati_messagi_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/132_o_mal_nati_messagi.musicxml	0	ok	
134	Secular works for five voices	O tenebroso giorno	string_quartet_plus_viole	data/cpdl/5-voices/sources/134_o_tenebroso_giorno__02_gesu_19ote.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/134_o_tenebroso_giorno.musicxml	3	ok	
135	Secular works for five voices	O voi troppo felici	string_quartet_plus_viole	data/cpdl/5-voices/sources/135_o_voi_troppo_felici__02_gesu_12ovoi.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/135_o_voi_troppo_felici.musicxml	0	ok	
136	Secular works for five voices	Occhi del mio cor vita	string_quartet_plus_viole	data/cpdl/5-voices/sources/136_occhi_del_mio_cor_vita__02_gesu_9occhisattb.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/136_occhi_del_mio_cor_vita.musicxml	2	ok	
137	Secular works for five voices	Or, che in gioia	string_quartet_plus_viole	data/cpdl/5-voices/sources/137_or_che_in_gioia__02_or_che_in_gioia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/137_or_che_in_gioia.musicxml	0	ok	
138	Secular works for five voices	Poichè l'avida sete	string_quartet_plus_viole	data/cpdl/5-voices/sources/138_poiche_l_avida_sete__02_gesu_17poi.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/138_poich_l_avida_sete.musicxml	5	ok	
139	Secular works for five voices	Qual fora, donna	string_quartet_plus_viole	data/cpdl/5-voices/sources/139_qual_fora_donna__02_gesu_6qu.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/139_qual_fora_donna.musicxml	2	ok	
140	Secular works for five voices	Quando l'alba novella	string_quartet_plus_viole	data/cpdl/5-voices/sources/140_quando_l_alba_novella__02_gesualdo_quando_l_alba_novella.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/140_quando_l_alba_novella.musicxml	0	ok	
141	Secular works for five voices	Quando ridente e bella	string_quartet_plus_viole	data/cpdl/5-voices/sources/141_quando_ridente_e_bella__02_quando_ridente_e_bella_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/141_quando_ridente_e_bella.musicxml	0	ok	
143	Secular works for five voices	Quel 'no' crudel che la mia speme ancise	string_quartet_plus_viole	data/cpdl/5-voices/sources/143_quel_no_crudel_che_la_mia_speme_ancise__02_quel_no_crudel_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/143_quel_no_crudel_che_la_mia_speme_ancise.musicxml	0	ok	
144	Secular works for five voices	Questa crudele e pia	string_quartet_plus_viole	data/cpdl/5-voices/sources/144_questa_crudele_e_pia__02_questa_crudele_et_pia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/144_questa_crudele_e_pia.musicxml	2	ok	
145	Secular works for five voices	Questi leggiadri odorosetti fiori	string_quartet_plus_viole	data/cpdl/5-voices/sources/145_questi_leggiadri_odorosetti_fiori__02_gesualdo_questi_cpdl.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/145_questi_leggiadri_odorosetti_fiori.musicxml	5	ok	
146	Secular works for five voices	Resta di darmi noia	string_quartet_plus_viole	data/cpdl/5-voices/sources/146_resta_di_darmi_noia__02_resta_di_darmi_noia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/146_resta_di_darmi_noia.musicxml	0	ok	
147	Secular works for five voices	S'io non miro non moro	string_quartet_plus_viole	data/cpdl/5-voices/sources/147_s_io_non_miro_non_moro__02_sio_non_miro_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/147_s_io_non_miro_non_moro.musicxml	0	ok	
148	Secular works for five voices	Se chiudete nel core	string_quartet_plus_viole	data/cpdl/5-voices/sources/148_se_chiudete_nel_core__02_se_chiudete_nel_core_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/148_se_chiudete_nel_core.musicxml	0	ok	
149	Secular works for five voices	Se così dolce è il duolo	string_quartet_plus_viole	data/cpdl/5-voices/sources/149_se_cosi_dolce_e_il_duolo__01_gesualdo_se_cosi_dolce_e_il_duolo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/149_se_cos_dolce_il_duolo.musicxml	7	ok	
150	Secular works for five voices	Se da sì nobil mano	string_quartet_plus_viole	data/cpdl/5-voices/sources/150_se_da_si_nobil_mano__01_gesualdo_se_da_si_nobil_mano.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/150_se_da_s_nobil_mano.musicxml	0	ok	
151	Secular works for five voices	Se la mia morte brami	string_quartet_plus_viole	data/cpdl/5-voices/sources/151_se_la_mia_morte_brami__02_gesualdo_se_la_mia_morte_brami.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/151_se_la_mia_morte_brami.musicxml	2	ok	
152	Secular works for five voices	Se per lieve ferita	string_quartet_plus_viole	data/cpdl/5-voices/sources/152_se_per_lieve_ferita__02_4_se_per_lieve_ferita.mid	mid	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/152_se_per_lieve_ferita.musicxml	2	ok	
153	Secular works for five voices	Se piange, ahimè, la donna del mio core	string_quartet_plus_viole	data/cpdl/5-voices/sources/153_se_piange_ahime_la_donna_del_mio_core__01_gesualdo_se_piange_oime_la_donna_del_mio_core.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/153_se_piange_ahim_la_donna_del_mio_core.musicxml	2	ok	
154	Secular works for five voices	Se taccio, il duol s'avanza	string_quartet_plus_viole	data/cpdl/5-voices/sources/154_se_taccio_il_duol_s_avanza__02_gesualdo_se_taccio_il_duol_s_avanza.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/154_se_taccio_il_duol_s_avanza.musicxml	5	ok	
155	Secular works for five voices	Se tu fuggi	string_quartet_plus_viole	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/155_se_tu_fuggi.musicxml	0	ok	
156	Secular works for five voices	Se vi duol il mio duolo	string_quartet_plus_viole	data/cpdl/5-voices/sources/156_se_vi_duol_il_mio_duolo__01_gesu_8se.mid	mid	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/156_se_vi_duol_il_mio_duolo.musicxml	5	ok	
157	Secular works for five voices	Se vi miro pietosa	string_quartet_plus_viole				data/cpdl/5-voices/reductions/string_quartet_plus_viole/157_se_vi_miro_pietosa.musicxml		error	data/cpdl/5-voices/sources/157_se_vi_miro_pietosa__01_gesualdo_se_vi_miro_pietosa.mxl: reduction failed: Violin I has overlapping source events near measure 21: p0:e51
158	Secular works for five voices	Sento che nel partire	string_quartet_plus_viole	data/cpdl/5-voices/sources/158_sento_che_nel_partire__01_gesualdo_sento_che_nel_partire.mid	mid	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/158_sento_che_nel_partire.musicxml	5	ok	
159	Secular works for five voices	Son sì belle le rose	string_quartet_plus_viole	data/cpdl/5-voices/sources/159_son_si_belle_le_rose__01_gesualdo_son_si_belle_le_rose.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/159_son_s_belle_le_rose.musicxml	0	ok	
160	Secular works for five voices	Sospirava	string_quartet_plus_viole	data/cpdl/5-voices/sources/160_sospirava__02_sospirava_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/160_sospirava.musicxml	0	ok	
161	Secular works for five voices	Sparge la morte	string_quartet_plus_viole	data/cpdl/5-voices/sources/161_sparge_la_morte__02_sparge_la_morte_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/161_sparge_la_morte.musicxml	7	ok	
162	Secular works for five voices	Sì gioioso mi fanno i dolor miei	string_quartet_plus_viole	data/cpdl/5-voices/sources/162_si_gioioso_mi_fanno_i_dolor_miei__01_gesualdo_si_gioioso_mi_fanno_i_dolor_miei.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/162_s_gioioso_mi_fanno_i_dolor_miei.musicxml	5	ok	
163	Secular works for five voices	T'amo, mia vita	string_quartet_plus_viole	data/cpdl/5-voices/sources/163_t_amo_mia_vita__02_t_amo_mia_vita_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/163_t_amo_mia_vita.musicxml	2	ok	
164	Secular works for five voices	Tall'or sano desio	string_quartet_plus_viole	data/cpdl/5-voices/sources/164_tall_or_sano_desio__02_tall_or_sano_desio_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/164_tall_or_sano_desio.musicxml	0	ok	
165	Secular works for five voices	Tirsi morir volea	string_quartet_plus_viole	data/cpdl/5-voices/sources/165_tirsi_morir_volea__03_gesualdo_tirsi_morir_volea.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/165_tirsi_morir_volea.musicxml	3	ok	
166	Secular works for five voices	Tu m'uccidi, o crudele	string_quartet_plus_viole	data/cpdl/5-voices/sources/166_tu_m_uccidi_o_crudele__04_gesu_15tu.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/166_tu_m_uccidi_o_crudele.musicxml	3	ok	
167	Secular works for five voices	Tu piangi, o Filli mia	string_quartet_plus_viole	data/cpdl/5-voices/sources/167_tu_piangi_o_filli_mia__02_tu_piangi_o_filli_mia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/167_tu_piangi_o_filli_mia.musicxml	2	ok	
168	Secular works for five voices	Tu segui, o bella Clori	string_quartet_plus_viole	data/cpdl/5-voices/sources/168_tu_segui_o_bella_clori__02_tu_segui_o_bella_clori_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/168_tu_segui_o_bella_clori.musicxml	2	ok	
169	Secular works for five voices	Veggio sì, dal mio sole	string_quartet_plus_viole				data/cpdl/5-voices/reductions/string_quartet_plus_viole/169_veggio_s_dal_mio_sole.musicxml		error	data/cpdl/5-voices/sources/169_veggio_si_dal_mio_sole__01_gesualdo_veggio_si_dal_mio_sole.mxl: reduction failed: Violin II has overlapping source events near measure 22: p1:e55
170	Secular works for five voices	Voi volete ch'io mora	string_quartet_plus_viole	data/cpdl/5-voices/sources/170_voi_volete_ch_io_mora__01_gesualdo_voi_volete_ch_io_mora.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/170_voi_volete_ch_io_mora.musicxml	4	ok	
171	Secular works for five voices	Volan quasi farfalle	string_quartet_plus_viole	data/cpdl/5-voices/sources/171_volan_quasi_farfalle__02_volan_quasi_farfalle_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet_plus_viole/171_volan_quasi_farfalle.musicxml	0	ok	
