suppressed_naturals	removed_dynamics	removed_hairpins	final_barlines_added	cello_clef_changes_added	suppressed_tie_continuation_accidentals	normalized_dangling_ties	pdf_midi_fallbacks
273	60	56	4	0	0	4	0
