job	input_path	pdf_path	mode	status	suppressed_naturals	removed_dynamics	removed_hairpins	final_barlines_added	cello_clef_changes_added	error
kdf	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	data/kdf/book4/renders/string_quartet_pdf/book4_01_luci_serena_e_chiare.pdf	clean	rendered	287	60	56	4	12	
