job	input_path	pdf_path	mode	status	suppressed_naturals	removed_dynamics	removed_hairpins	final_barlines_added	cello_clef_changes_added	error
take6:string_quartet_double_stops	data/take6/reductions/string_quartet_double_stops/47_a_quiet_place_originalrevu.musicxml	data/take6/renders/string_quartet_double_stops_pdf/47_a_quiet_place_originalrevu.pdf	clean	rendered	275	60	56	4	0	
