piece	file	part	measure	kind	offset	duration	end	beat	boundary	item	tie
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	1	long_note_starts_on_beat	0	1	1	1/2	1/2	E5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	1	long_note_starts_on_beat	1	1	2	1/2	3/2	D5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	1	long_note_starts_on_beat	2	1	3	1/2	5/2	C#5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	1	long_note_starts_on_beat	3	1	4	1/2	7/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	1	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	2	long_note_starts_on_beat	0	1	1	1/2	1/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	2	long_note_starts_on_beat	1	1	2	1/2	3/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	2	long_note_starts_on_beat	2	1	3	1/2	5/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	2	rest_starts_on_beat_crosses_later_beat	3	1	4	1/2	7/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	5	long_note_starts_on_beat	0	1	1	1/2	1/2	E5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	5	long_note_starts_on_beat	1	1	2	1/2	3/2	D5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	5	long_note_starts_on_beat	2	1	3	1/2	5/2	C#5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	5	long_note_starts_on_beat	3	3/2	9/2	1/2	7/2,4	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	5	rest_starts_on_beat_crosses_later_beat	9/2	1	11/2	1/2	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	6	long_note_starts_on_beat	3	3/2	9/2	1	4	B4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	6	rest_crosses_beat	9/2	1	11/2	1	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	7	long_note_starts_on_beat	2	1	3	1/2	5/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	7	long_note_starts_on_beat	3	1	4	1/2	7/2	D5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	9	long_note_starts_on_beat	0	1	1	1/2	1/2	D5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	9	long_note_starts_on_beat	1	1	2	1/2	3/2	C#5	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	9	long_note_starts_on_beat	2	1	3	1/2	5/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	long_note_starts_on_beat	1/2	3/4	5/4	1/2	1	A#4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	note_crosses_beat	5/4	1/2	7/4	1/2	3/2	B4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	note_crosses_beat	7/4	3/4	5/2	1/2	2	B4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	rest_starts_on_beat_crosses_later_beat	5/2	1	7/2	1/2	3	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	11	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	11	long_note_starts_on_beat	2	1	3	1/2	5/2	B4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	11	long_note_starts_on_beat	3	1	4	1/2	7/2	B4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	11	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	12	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	B4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	12	long_note_starts_on_beat	2	1	3	1/2	5/2	B4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	1	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	1	long_note_starts_on_beat	2	1	3	1/2	5/2	A4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	1	long_note_starts_on_beat	3	1	4	1/2	7/2	G4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	1	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	2	long_note_starts_on_beat	2	1	3	1/2	5/2	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	2	rest_starts_on_beat_crosses_later_beat	3	1	4	1/2	7/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	4	long_note_starts_on_beat	1	2	3	1	2	F#4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	5	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	B4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	5	long_note_starts_on_beat	2	1	3	1/2	5/2	A4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	5	long_note_starts_on_beat	3	3/2	9/2	1/2	7/2,4	G4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	5	rest_starts_on_beat_crosses_later_beat	9/2	1	11/2	1/2	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	6	long_note_starts_on_beat	2	7/4	15/4	1	3	F#4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	6	note_crosses_beat	15/4	3/4	9/2	1	4	G4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	6	rest_crosses_beat	9/2	1	11/2	1	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	7	long_note_starts_on_beat	3	1	4	1/2	7/2	A4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	9	long_note_starts_on_beat	2	1	3	1/2	5/2	F4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	long_note_starts_on_beat	1/2	3/4	5/4	1/2	1	E4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	note_crosses_beat	5/4	1/2	7/4	1/2	3/2	D4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	note_crosses_beat	7/4	3/4	5/2	1/2	2	D4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	rest_starts_on_beat_crosses_later_beat	5/2	1	7/2	1/2	3	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	11	long_note_starts_on_beat	3/2	3/2	3	1/2	2,5/2	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	11	long_note_starts_on_beat	3	1	4	1/2	7/2	D#4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	11	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	12	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	D#4	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	12	long_note_starts_on_beat	2	1	3	1/2	5/2	D#4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	1	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	G4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	1	long_note_starts_on_beat	2	2	4	1/2	5/2,3,7/2	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	1	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	2	long_note_starts_on_beat	1	1	2	1/2	3/2	F#3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	2	long_note_starts_on_beat	2	1	3	1/2	5/2	G#3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	2	rest_starts_on_beat_crosses_later_beat	3	1	4	1/2	7/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	5	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	G4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	5	long_note_starts_on_beat	2	3/2	7/2	1/2	5/2,3	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	5	long_note_starts_on_beat	7/2	1	9/2	1/2	4	D4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	5	rest_starts_on_beat_crosses_later_beat	9/2	1	11/2	1/2	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	6	note_crosses_beat	1/2	2	5/2	1	1,2	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	6	long_note_starts_on_beat	3	3/2	9/2	1	4	B3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	6	rest_crosses_beat	9/2	1	11/2	1	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	7	long_note_starts_on_beat	2	1	3	1/2	5/2	B3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	9	long_note_starts_on_beat	1/2	1	3/2	1/2	1	E4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	long_note_starts_on_beat	1/2	3/4	5/4	1/2	1	C#4	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	note_crosses_beat	5/4	1/2	7/4	1/2	3/2	B3	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	note_crosses_beat	7/4	3/4	5/2	1/2	2	B3	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	rest_starts_on_beat_crosses_later_beat	5/2	1	7/2	1/2	3	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	11	long_note_starts_on_beat	0	3/2	3/2	1/2	1/2,1	D4	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	11	long_note_starts_on_beat	3/2	3/2	3	1/2	2,5/2	G3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	11	long_note_starts_on_beat	3	1	4	1/2	7/2	F#3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	11	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	12	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	F#3	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	12	long_note_starts_on_beat	2	1	3	1/2	5/2	F#3	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	1	long_note_starts_on_beat	0	1	1	1/2	1/2	E2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	1	long_note_starts_on_beat	1	1	2	1/2	3/2	F#2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	1	long_note_starts_on_beat	3	1	4	1/2	7/2	B2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	1	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	2	long_note_starts_on_beat	0	1	1	1/2	1/2	G3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	2	long_note_starts_on_beat	2	1	3	1/2	5/2	B2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	2	rest_starts_on_beat_crosses_later_beat	3	1	4	1/2	7/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	5	long_note_starts_on_beat	0	1	1	1/2	1/2	E2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	5	long_note_starts_on_beat	1	1	2	1/2	3/2	F#2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	5	long_note_starts_on_beat	7/2	1	9/2	1/2	4	E2	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	5	rest_starts_on_beat_crosses_later_beat	9/2	1	11/2	1/2	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	6	note_crosses_beat	15/4	3/4	9/2	1	4	E3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	6	rest_crosses_beat	9/2	1	11/2	1	5	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	9	long_note_starts_on_beat	0	1	1	1/2	1/2	B3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	long_note_starts_on_beat	1/2	3/4	5/4	1/2	1	C#3	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	note_crosses_beat	5/4	1/2	7/4	1/2	3/2	B2	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	note_crosses_beat	7/4	3/4	5/2	1/2	2	B2	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	rest_starts_on_beat_crosses_later_beat	5/2	1	7/2	1/2	3	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	11	long_note_starts_on_beat	2	2	4	1/2	5/2,3,7/2	B2	stop
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	11	rest_starts_on_beat_crosses_later_beat	4	1	5	1/2	9/2	rest	
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	12	long_note_starts_on_beat	0	2	2	1/2	1/2,1,3/2	B2	start
our_prayer_low_cello	data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	12	long_note_starts_on_beat	2	1	3	1/2	5/2	B2	stop
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	1	long_note_starts_on_beat	0	2	2	1	1	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	2	long_note_starts_on_beat	2	2	4	1	3	E-5	start
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	5	note_crosses_beat	3/2	1	5/2	1	2	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	7	note_crosses_beat	1/2	1	3/2	1	1	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	8	note_crosses_beat	1/2	1	3/2	1	1	F4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	9	note_crosses_beat	1/2	1	3/2	1	1	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	10	long_note_starts_on_beat	0	2	2	1	1	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	11	long_note_starts_on_beat	2	2	4	1	3	E-5	start
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	14	note_crosses_beat	5/2	1	7/2	1	3	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	15	note_crosses_beat	3/2	1	5/2	1	2	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	17	note_crosses_beat	5/2	1	7/2	1	3	A-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	18	note_crosses_beat	1/2	1	3/2	1	1	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	18	long_note_starts_on_beat	2	2	4	1	3	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	21	rest_starts_on_beat_crosses_later_beat	0	2	2	1	1	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	22	note_crosses_beat	1/2	1	3/2	1	1	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	24	long_note_starts_on_beat	1	2	3	1	2	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	25	long_note_starts_on_beat	0	2	2	1	1	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	26	long_note_starts_on_beat	1	2	3	1	2	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	27	long_note_starts_on_beat	0	2	2	1	1	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	27	long_note_starts_on_beat	2	2	4	1	3	D5	start
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	28	long_note_starts_on_beat	2	2	4	1	3	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	29	long_note_starts_on_beat	0	2	2	1	1	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	29	rest_starts_on_beat_crosses_later_beat	2	2	4	1	3	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	30	note_crosses_beat	3/2	3/4	9/4	1	2	F5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	31	rest_starts_on_beat_crosses_later_beat	1	3	4	1	2,3	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	32	note_crosses_beat	5/2	1	7/2	1	3	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	35	long_note_starts_on_beat	2	2	4	1	3	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	37	long_note_starts_on_beat	2	2	4	1	3	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	38	long_note_starts_on_beat	1	2	3	1	2	E-6	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	39	long_note_starts_on_beat	1	2	3	1	2	C5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	40	long_note_starts_on_beat	0	2	2	1	1	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	40	long_note_starts_on_beat	2	2	4	1	3	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	41	long_note_starts_on_beat	1	2	3	1	2	F5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	42	long_note_starts_on_beat	0	2	2	1	1	C#5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	42	long_note_starts_on_beat	2	2	4	1	3	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	43	long_note_starts_on_beat	0	4	4	1	1,2,3	B-4	start
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	44	long_note_starts_on_beat	0	2	2	1	1	B-4	stop
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	44	rest_starts_on_beat_crosses_later_beat	2	2	4	1	3	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	1	long_note_starts_on_beat	0	2	2	1	1	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	2	long_note_starts_on_beat	2	2	4	1	3	A-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	7	rest_starts_on_beat_crosses_later_beat	0	3/2	3/2	1	1	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	7	note_crosses_beat	3/2	1	5/2	1	2	C4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	8	note_crosses_beat	1/2	1	3/2	1	1	A-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	10	long_note_starts_on_beat	0	2	2	1	1	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	11	long_note_starts_on_beat	2	2	4	1	3	A-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	17	long_note_starts_on_beat	1	2	3	1	2	E-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	22	note_crosses_beat	1/2	1	3/2	1	1	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	27	long_note_starts_on_beat	0	2	2	1	1	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	28	long_note_starts_on_beat	0	2	2	1	1	D4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	29	rest_starts_on_beat_crosses_later_beat	2	2	4	1	3	rest	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	30	note_crosses_beat	3/2	3/4	9/4	1	2	A-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	32	note_crosses_beat	5/2	1	7/2	1	3	B-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	36	long_note_starts_on_beat	1	2	3	1	2	G4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	39	long_note_starts_on_beat	2	2	4	1	3	E-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	40	long_note_starts_on_beat	1	2	3	1	2	E-5	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	41	long_note_starts_on_beat	2	2	4	1	3	C#4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	42	long_note_starts_on_beat	0	2	2	1	1	G-4	
109_luci_serene_e_chiare	data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	43	long_note_starts_on_beat	0	2	2	1	1	E-4	
