kind	severity	batch	work_id	title	output_path	part	measure	offset	detail	context
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	7	26	14 semitones from MIDI 58 to 72	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	25	98	12 semitones from MIDI 77 to 65	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	27	104	12 semitones from MIDI 65 to 77	prev_dur=1; current_dur=2
register_jump	high	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	29	112.5	19 semitones from MIDI 84 to 65	prev_dur=0.5; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	40	159	14 semitones from MIDI 70 to 84	prev_dur=1; current_dur=0.5
register_jump	high	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	41	162	19 semitones from MIDI 77 to 58	prev_dur=1; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	61	243	14 semitones from MIDI 70 to 84	prev_dur=1; current_dur=0.5
register_jump	high	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	62	246	19 semitones from MIDI 77 to 58	prev_dur=1; current_dur=0.5
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	41	163	tie start without matching continuation	pitches=65
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	62	247	tie start without matching continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin I	34	132	1 visible accidental(s) on tied continuation	pitches=65
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	83	330	12 semitones from MIDI 60 to 72	prev_dur=2; current_dur=2
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	26	103	tie start without matching continuation	pitches=65
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	71	282	tie start without matching continuation	pitches=69
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	76	302	tie start without matching continuation	pitches=67
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	83	330	tie start without matching continuation	pitches=72
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	73	288	1 visible accidental(s) on tied continuation	pitches=69
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	79	312	1 visible accidental(s) on tied continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violin II	84	332	1 visible accidental(s) on tied continuation	pitches=68
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	11	41	13 semitones from MIDI 57 to 70	prev_dur=1; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	27	105	12 semitones from MIDI 72 to 60	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	33	130	13 semitones from MIDI 70 to 57	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	33	131	12 semitones from MIDI 57 to 69	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	40	156	12 semitones from MIDI 58 to 70	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	43	171	12 semitones from MIDI 69 to 57	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	61	240	12 semitones from MIDI 58 to 70	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	64	255	12 semitones from MIDI 69 to 57	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	78	310	16 semitones from MIDI 53 to 69	prev_dur=2; current_dur=2
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	78	308	tie start without matching continuation	pitches=53
dangling_tie	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	78	310	tie start without matching continuation	pitches=69
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	42	164	1 visible accidental(s) on tied continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Viola	63	248	1 visible accidental(s) on tied continuation	pitches=65
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	24	94.5	12 semitones from MIDI 51 to 63	prev_dur=0.5; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	25	98	17 semitones from MIDI 70 to 53	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	28	110	14 semitones from MIDI 60 to 46	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	41	160	13 semitones from MIDI 45 to 58	prev_dur=1; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	53	208	12 semitones from MIDI 60 to 48	prev_dur=4; current_dur=2
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	62	244	13 semitones from MIDI 45 to 58	prev_dur=1; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	80	318	12 semitones from MIDI 50 to 62	prev_dur=2; current_dur=2
accidental_on_tie_continuation	low	kdf_string_quartet	IV 1. Luci serena e chiare	1. Luci serena e chiare	data/kdf/book4/reductions/string_quartet/book4_01_luci_serena_e_chiare.musicxml	Violoncello	77	304	1 visible accidental(s) on tied continuation	pitches=67
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	6	20	15 semitones from MIDI 69 to 84	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	7	27	13 semitones from MIDI 82 to 69	prev_dur=1; current_dur=1
register_jump	high	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	15	57	19 semitones from MIDI 81 to 62	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	16	60	12 semitones from MIDI 69 to 57	prev_dur=2; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	16	62	12 semitones from MIDI 57 to 69	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	23	90	14 semitones from MIDI 76 to 62	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	25	96	13 semitones from MIDI 64 to 77	prev_dur=2; current_dur=3
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	31	122	13 semitones from MIDI 70 to 57	prev_dur=2; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	31	123	14 semitones from MIDI 55 to 69	prev_dur=0.5; current_dur=0.5
register_jump	high	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	37	145	24 semitones from MIDI 84 to 60	prev_dur=1; current_dur=1
register_jump	high	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	37	146	24 semitones from MIDI 60 to 84	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	38	148	15 semitones from MIDI 84 to 69	prev_dur=2; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	46	183	15 semitones from MIDI 77 to 62	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	47	186	15 semitones from MIDI 67 to 82	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	52	205	12 semitones from MIDI 69 to 57	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	57	226	15 semitones from MIDI 77 to 62	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	62	247	15 semitones from MIDI 77 to 62	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	63	250	15 semitones from MIDI 67 to 82	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin I	68	269	12 semitones from MIDI 69 to 57	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	28	109	13 semitones from MIDI 64 to 77	prev_dur=0.5; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	65	256	12 semitones from MIDI 58 to 70	prev_dur=4; current_dur=1
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	16	63	tie start without matching continuation	pitches=74
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	48	188	tie start without matching continuation	pitches=58
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	54	214	tie start without matching continuation	pitches=67
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	64	252	tie start without matching continuation	pitches=58
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	70	278	tie start without matching continuation	pitches=67
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	8	28	1 visible accidental(s) on tied continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	10	36	1 visible accidental(s) on tied continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	17	64	1 visible accidental(s) on tied continuation	pitches=69
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	55	216	1 visible accidental(s) on tied continuation	pitches=67
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violin II	71	280	1 visible accidental(s) on tied continuation	pitches=67
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	33	130	15 semitones from MIDI 52 to 67	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	57	226	12 semitones from MIDI 69 to 57	prev_dur=2; current_dur=1
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	4	15	tie start without matching continuation	pitches=65
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	12	44	tie start without matching continuation	pitches=57
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	48	190	tie start without matching continuation	pitches=74
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	48	191	tie start without matching continuation	pitches=70
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	56	220	tie start without matching continuation	pitches=60
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	64	254	tie start without matching continuation	pitches=74
dangling_tie	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	72	284	tie start without matching continuation	pitches=60
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	5	16	1 visible accidental(s) on tied continuation	pitches=65
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	17	64	1 visible accidental(s) on tied continuation	pitches=74
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	49	192	1 visible accidental(s) on tied continuation	pitches=74
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Viola	65	256	1 visible accidental(s) on tied continuation	pitches=74
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	6	21	12 semitones from MIDI 60 to 48	prev_dur=1; current_dur=1
register_jump	high	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	12	44	19 semitones from MIDI 50 to 69	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	28	109	12 semitones from MIDI 53 to 65	prev_dur=1; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	28	109.5	15 semitones from MIDI 65 to 50	prev_dur=0.5; current_dur=0.5
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	33	130	12 semitones from MIDI 64 to 52	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	51	203	12 semitones from MIDI 46 to 58	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	67	267	12 semitones from MIDI 46 to 58	prev_dur=1; current_dur=1
accidental_on_tie_continuation	low	kdf_string_quartet	IV 2. Tallor sano desio	2. Tallor sano desio	data/kdf/book4/reductions/string_quartet/book4_02_tallor_sano_desio.musicxml	Violoncello	13	48	1 visible accidental(s) on tied continuation	pitches=57
register_jump	high	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	6	21	24 semitones from MIDI 57 to 81	prev_dur=1; current_dur=1
register_jump	high	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	6	22	21 semitones from MIDI 81 to 60	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	7	24	17 semitones from MIDI 60 to 77	prev_dur=2; current_dur=2
register_jump	high	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	13	49	20 semitones from MIDI 84 to 64	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	16	62	17 semitones from MIDI 64 to 81	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	36	140	17 semitones from MIDI 67 to 84	prev_dur=4; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	36	142	12 semitones from MIDI 84 to 72	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	39	155	15 semitones from MIDI 74 to 59	prev_dur=1; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	40	157	12 semitones from MIDI 59 to 71	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	64	254	15 semitones from MIDI 57 to 72	prev_dur=1; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	73	288	15 semitones from MIDI 64 to 79	prev_dur=2; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	74	295	12 semitones from MIDI 76 to 64	prev_dur=3; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	75	296	13 semitones from MIDI 64 to 77	prev_dur=1; current_dur=4
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	106	423	15 semitones from MIDI 69 to 84	prev_dur=1; current_dur=1
dangling_tie	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	6	22	tie start without matching continuation	pitches=60
dangling_tie	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	32	126	tie start without matching continuation	pitches=64
dangling_tie	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	106	422	tie start without matching continuation	pitches=69
accidental_on_tie_continuation	low	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin I	64	252	1 visible accidental(s) on tied continuation	pitches=60
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin II	20	78	12 semitones from MIDI 57 to 69	prev_dur=2; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin II	26	100	12 semitones from MIDI 72 to 60	prev_dur=2; current_dur=1
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin II	44	174	12 semitones from MIDI 67 to 55	prev_dur=2; current_dur=2
register_jump	medium	kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	Violin II	62	246	17 semitones from MIDI 57 to 74	prev_dur=2; current_dur=2
