file	part	measure	kind	detail
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	note_crosses_beat	B4 5/4+1/2 crosses beat boundary 3/2; tie=start
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin I	10	note_crosses_beat	B4 7/4+3/4 crosses beat boundary 2; tie=stop
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	note_crosses_beat	D4 5/4+1/2 crosses beat boundary 3/2; tie=start
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violin II	10	note_crosses_beat	D4 7/4+3/4 crosses beat boundary 2; tie=stop
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	note_crosses_beat	B3 5/4+1/2 crosses beat boundary 3/2; tie=start
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Viola	10	note_crosses_beat	B3 7/4+3/4 crosses beat boundary 2; tie=stop
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	6	note_crosses_beat	E3 15/4+3/4 crosses beat boundary 4
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	note_crosses_beat	B2 5/4+1/2 crosses beat boundary 3/2; tie=start
data/beach boys/reductions/string_quartet/our_prayer_low_cello.musicxml	Violoncello	10	note_crosses_beat	B2 7/4+3/4 crosses beat boundary 2; tie=stop
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	5	note_crosses_beat	C5 3/2+1 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	7	note_crosses_beat	B-4 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	8	note_crosses_beat	F4 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	9	note_crosses_beat	C5 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	14	note_crosses_beat	E-5 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	15	note_crosses_beat	C5 3/2+1 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	17	note_crosses_beat	A-4 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	18	note_crosses_beat	E-5 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	22	note_crosses_beat	E-5 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	30	note_crosses_beat	F5 3/2+3/4 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	32	note_crosses_beat	E-5 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin I	33	dense_bar	10 attacks; 7 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	7	note_crosses_beat	C4 3/2+1 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	8	note_crosses_beat	A-4 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	20	dense_bar	9 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	21	dense_bar	10 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	22	note_crosses_beat	B-4 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	30	note_crosses_beat	A-4 3/2+3/4 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	31	dense_bar	11 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	32	note_crosses_beat	B-4 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violin II	33	dense_bar	10 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	5	note_crosses_beat	C4 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	6	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	7	note_crosses_beat	F4 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	8	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	13	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	14	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	16	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	18	note_crosses_beat	A-3 3/2+1 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	21	dense_bar	11 attacks; 7 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	22	note_crosses_beat	G4 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	22	dense_bar	10 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	23	viola_treble_clef_candidate	3 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	30	note_crosses_beat	C4 3/2+3/4 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	31	dense_bar	11 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	32	note_crosses_beat	G4 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	32	dense_bar	10 attacks; 7 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	33	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	34	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Viola	42	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	8	note_crosses_beat	A-3 1/2+1 crosses beat boundary 1
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	8	note_crosses_beat	B-3 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	13	note_crosses_beat	B-3 5/2+1 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	21	dense_bar	11 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	30	note_crosses_beat	F3 3/2+3/4 crosses beat boundary 2
data/cpdl/5-voices/reductions/string_quartet/109_luci_serene_e_chiare.musicxml	Violoncello	31	dense_bar	8 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin I	13	dense_bar	13 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin I	14	dense_bar	10 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin I	22	dense_bar	11 attacks; 0 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin I	23	dense_bar	10 attacks; 2 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin II	13	dense_bar	16 attacks; 10 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin II	14	dense_bar	12 attacks; 7 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin II	15	dense_bar	11 attacks; 4 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violin II	22	dense_bar	13 attacks; 4 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	1	viola_treble_clef_candidate	4 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	4	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	8	viola_treble_clef_candidate	4 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	10	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	14	dense_bar	9 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	16	viola_treble_clef_candidate	3 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	20	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Viola	22	dense_bar	13 attacks; 0 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violoncello	14	dense_bar	16 attacks; 10 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/092_dolcissima_mia_vita.musicxml	Violoncello	22	dense_bar	12 attacks; 0 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	7	dense_bar	10 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	14	dense_bar	10 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	26	dense_bar	8 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	31	note_crosses_beat	C6 5/2+3/2 crosses beat boundary 3
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	52	dense_bar	9 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin I	53	dense_bar	9 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin II	15	dense_bar	9 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin II	26	dense_bar	10 attacks; 10 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin II	50	dense_bar	8 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin II	52	dense_bar	9 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Violin II	54	dense_bar	10 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	8	final_tiny_rest	final rest duration 1/4
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	8	dense_bar	7 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	10	dense_bar	13 attacks; 12 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	11	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	14	dense_bar	10 attacks; 8 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	14	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	15	viola_treble_clef_candidate	4 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	16	viola_treble_clef_candidate	1 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	17	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	18	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	19	viola_treble_clef_candidate	4 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	20	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	21	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	22	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	23	viola_treble_clef_candidate	4 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	24	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	25	viola_treble_clef_candidate	2 ql at A4 or above
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	26	dense_bar	8 attacks; 6 at sixteenth-note duration or shorter
data/cpdl/5-voices/reductions/string_quartet/100_gi_piansi_nel_dolore.musicxml	Viola	26	viola_treble_clef_candidate	5/4 ql at A4 or above
