job	input_path	pdf_path	mode	status	suppressed_naturals	removed_dynamics	removed_hairpins	final_barlines_added	cello_clef_changes_added	error
take6:string_quartet	data/take6/reductions/string_quartet/47_a_quiet_place_originalrevu.musicxml	data/take6/renders/string_quartet_pdf/47_a_quiet_place_originalrevu.pdf	clean	skipped	0	0	0	0	0	
